Estimador,Datos,Accuracy_score,recall_score_1,recall_score_2,f1_score_1,f1_score_2,precision_score_1,precision_score_2
StackingClassifier,Entrenamiento,0.8724279835390947,0.8962962962962963,0.8425925925925926,0.8864468864468865,0.8544600938967136,0.8768115942028986,0.8666666666666667
StackingClassifier,Prueba,0.8518518518518519,0.9333333333333333,0.75,0.8749999999999999,0.8181818181818182,0.8235294117647058,0.9
StackingClassifier,Entrenamiento,0.8641975308641975,0.8962962962962963,0.8240740740740741,0.88,0.8436018957345971,0.8642857142857143,0.8640776699029126
StackingClassifier,Prueba,0.8888888888888888,1.0,0.75,0.9090909090909091,0.8571428571428571,0.8333333333333334,1.0
StackingClassifier,Entrenamiento,0.8765432098765432,0.9037037037037037,0.8425925925925926,0.8905109489051094,0.8584905660377359,0.8776978417266187,0.875
StackingClassifier,Prueba,0.7777777777777778,0.7333333333333333,0.8333333333333334,0.7857142857142856,0.7692307692307692,0.8461538461538461,0.7142857142857143
StackingClassifier,Entrenamiento,0.8724279835390947,0.8962962962962963,0.8425925925925926,0.8864468864468865,0.8544600938967136,0.8768115942028986,0.8666666666666667
StackingClassifier,Prueba,0.8888888888888888,0.9333333333333333,0.8333333333333334,0.9032258064516129,0.8695652173913043,0.875,0.9090909090909091
StackingClassifier,Entrenamiento,0.8847736625514403,0.9185185185185185,0.8425925925925926,0.8985507246376813,0.8666666666666667,0.8794326241134752,0.8921568627450981
StackingClassifier,Prueba,0.8148148148148148,0.8,0.8333333333333334,0.8275862068965518,0.8,0.8571428571428571,0.7692307692307693
StackingClassifier,Entrenamiento,0.8930041152263375,0.9111111111111111,0.8703703703703703,0.9044117647058824,0.8785046728971964,0.8978102189781022,0.8867924528301887
StackingClassifier,Prueba,0.7777777777777778,0.8666666666666667,0.6666666666666666,0.8125,0.7272727272727272,0.7647058823529411,0.8
StackingClassifier,Entrenamiento,0.8600823045267489,0.9037037037037037,0.8055555555555556,0.8776978417266187,0.8365384615384616,0.8531468531468531,0.87
StackingClassifier,Prueba,0.8888888888888888,0.9333333333333333,0.8333333333333334,0.9032258064516129,0.8695652173913043,0.875,0.9090909090909091
StackingClassifier,Entrenamiento,0.8847736625514403,0.9111111111111111,0.8518518518518519,0.8978102189781022,0.8679245283018868,0.8848920863309353,0.8846153846153846
StackingClassifier,Prueba,0.8518518518518519,0.8,0.9166666666666666,0.8571428571428571,0.8461538461538461,0.9230769230769231,0.7857142857142857
StackingClassifier,Entrenamiento,0.9135802469135802,0.9407407407407408,0.8796296296296297,0.9236363636363636,0.9004739336492891,0.9071428571428571,0.9223300970873787
StackingClassifier,Prueba,0.7037037037037037,0.8,0.5833333333333334,0.7500000000000001,0.6363636363636365,0.7058823529411765,0.7
StackingClassifier,Entrenamiento,0.8641975308641975,0.8962962962962963,0.8240740740740741,0.88,0.8436018957345971,0.8642857142857143,0.8640776699029126
StackingClassifier,Prueba,0.8518518518518519,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8333333333333334
votingClassifier,Entrenamiento,0.9382716049382716,0.9851851851851852,0.8796296296296297,0.9466192170818505,0.926829268292683,0.910958904109589,0.979381443298969
votingClassifier,Prueba,0.7777777777777778,1.0,0.5,0.8333333333333333,0.6666666666666666,0.7142857142857143,1.0
votingClassifier,Entrenamiento,0.9300411522633745,0.9851851851851852,0.8611111111111112,0.9399293286219081,0.9162561576354681,0.8986486486486487,0.9789473684210527
votingClassifier,Prueba,0.8518518518518519,1.0,0.6666666666666666,0.8823529411764706,0.8,0.7894736842105263,1.0
votingClassifier,Entrenamiento,0.9382716049382716,0.9777777777777777,0.8888888888888888,0.946236559139785,0.927536231884058,0.9166666666666666,0.9696969696969697
votingClassifier,Prueba,0.6666666666666666,1.0,0.25,0.7692307692307693,0.4,0.625,1.0
votingClassifier,Entrenamiento,0.934156378600823,0.9925925925925926,0.8611111111111112,0.9436619718309859,0.9207920792079208,0.8993288590604027,0.9893617021276596
votingClassifier,Prueba,0.7777777777777778,1.0,0.5,0.8333333333333333,0.6666666666666666,0.7142857142857143,1.0
votingClassifier,Entrenamiento,0.9423868312757202,1.0,0.8703703703703703,0.9507042253521127,0.9306930693069307,0.9060402684563759,1.0
votingClassifier,Prueba,0.7037037037037037,0.9333333333333333,0.4166666666666667,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.8333333333333334
votingClassifier,Entrenamiento,0.9300411522633745,0.9851851851851852,0.8611111111111112,0.9399293286219081,0.9162561576354681,0.8986486486486487,0.9789473684210527
votingClassifier,Prueba,0.7407407407407407,0.9333333333333333,0.5,0.8,0.631578947368421,0.7,0.8571428571428571
votingClassifier,Entrenamiento,0.9259259259259259,0.9777777777777777,0.8611111111111112,0.9361702127659575,0.911764705882353,0.8979591836734694,0.96875
votingClassifier,Prueba,0.7777777777777778,1.0,0.5,0.8333333333333333,0.6666666666666666,0.7142857142857143,1.0
votingClassifier,Entrenamiento,0.9176954732510288,0.9925925925925926,0.8240740740740741,0.9305555555555556,0.8989898989898991,0.8758169934640523,0.9888888888888889
votingClassifier,Prueba,0.7037037037037037,0.9333333333333333,0.4166666666666667,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.8333333333333334
votingClassifier,Entrenamiento,0.9300411522633745,1.0,0.8425925925925926,0.9407665505226481,0.914572864321608,0.8881578947368421,1.0
votingClassifier,Prueba,0.5555555555555556,0.8666666666666667,0.16666666666666666,0.6842105263157895,0.25,0.5652173913043478,0.5
votingClassifier,Entrenamiento,0.9259259259259259,0.9925925925925926,0.8425925925925926,0.9370629370629371,0.91,0.8874172185430463,0.9891304347826086
votingClassifier,Prueba,0.7777777777777778,0.9333333333333333,0.5833333333333334,0.8235294117647058,0.7000000000000001,0.7368421052631579,0.875
AdaBoost,Entrenamiento,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.966542750929368,0.9585253456221199,0.9701492537313433,0.9541284403669725
AdaBoost,Prueba,0.8518518518518519,1.0,0.6666666666666666,0.8823529411764706,0.8,0.7894736842105263,1.0
AdaBoost,Entrenamiento,0.9588477366255144,0.9555555555555556,0.9629629629629629,0.9626865671641791,0.9541284403669724,0.9699248120300752,0.9454545454545454
AdaBoost,Prueba,0.7407407407407407,0.6666666666666666,0.8333333333333334,0.7407407407407408,0.7407407407407408,0.8333333333333334,0.6666666666666666
AdaBoost,Entrenamiento,0.9547325102880658,0.9481481481481482,0.9629629629629629,0.9588014981273408,0.9497716894977168,0.9696969696969697,0.9369369369369369
AdaBoost,Prueba,0.8518518518518519,0.8,0.9166666666666666,0.8571428571428571,0.8461538461538461,0.9230769230769231,0.7857142857142857
AdaBoost,Entrenamiento,0.9547325102880658,0.9555555555555556,0.9537037037037037,0.9591078066914499,0.9493087557603688,0.9626865671641791,0.944954128440367
AdaBoost,Prueba,0.7407407407407407,0.9333333333333333,0.5,0.8,0.631578947368421,0.7,0.8571428571428571
AdaBoost,Entrenamiento,0.9670781893004116,0.9629629629629629,0.9722222222222222,0.9701492537313433,0.963302752293578,0.9774436090225563,0.9545454545454546
AdaBoost,Prueba,0.8518518518518519,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8333333333333334
AdaBoost,Entrenamiento,0.9835390946502057,0.9851851851851852,0.9814814814814815,0.9851851851851852,0.9814814814814815,0.9851851851851852,0.9814814814814815
AdaBoost,Prueba,0.8518518518518519,1.0,0.6666666666666666,0.8823529411764706,0.8,0.7894736842105263,1.0
AdaBoost,Entrenamiento,0.9753086419753086,0.9777777777777777,0.9722222222222222,0.9777777777777777,0.9722222222222222,0.9777777777777777,0.9722222222222222
AdaBoost,Prueba,0.8148148148148148,0.9333333333333333,0.6666666666666666,0.8484848484848485,0.761904761904762,0.7777777777777778,0.8888888888888888
AdaBoost,Entrenamiento,0.9711934156378601,0.9777777777777777,0.9629629629629629,0.974169741697417,0.9674418604651163,0.9705882352941176,0.9719626168224299
AdaBoost,Prueba,0.7407407407407407,0.7333333333333333,0.75,0.7586206896551724,0.7199999999999999,0.7857142857142857,0.6923076923076923
AdaBoost,Entrenamiento,0.9835390946502057,0.9925925925925926,0.9722222222222222,0.9852941176470589,0.9813084112149533,0.9781021897810219,0.9905660377358491
AdaBoost,Prueba,0.5925925925925926,0.8,0.3333333333333333,0.6857142857142857,0.4210526315789474,0.6,0.5714285714285714
AdaBoost,Entrenamiento,0.9506172839506173,0.9555555555555556,0.9444444444444444,0.9555555555555556,0.9444444444444444,0.9555555555555556,0.9444444444444444
AdaBoost,Prueba,0.8518518518518519,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.8333333333333334
RandomForest,Entrenamiento,0.9506172839506173,0.9851851851851852,0.9074074074074074,0.9568345323741007,0.9423076923076924,0.9300699300699301,0.98
RandomForest,Prueba,0.8888888888888888,1.0,0.75,0.9090909090909091,0.8571428571428571,0.8333333333333334,1.0
RandomForest,Entrenamiento,0.9465020576131687,0.9851851851851852,0.8981481481481481,0.953405017921147,0.9371980676328502,0.9236111111111112,0.9797979797979798
RandomForest,Prueba,0.8888888888888888,0.9333333333333333,0.8333333333333334,0.9032258064516129,0.8695652173913043,0.875,0.9090909090909091
